player_id,full_name,primary_pos,college,birth_date,first_year,last_year,career_seasons,total_career_games,career_passing_yards,career_rushing_yards,career_receiving_yards,career_tds,playoff_games,playoff_passing_yards,playoff_rushing_yards,playoff_receiving_yards,playoff_tds,def_solo_tackles,def_sacks,def_ints,draft_pick,pro_bowls,all_pros,hof_flag,height_in,weight_lb,forty_time,bench_press,vertical_jump,broad_jump,three_cone,twenty_shuttle,playoff_performance_bonus
HOF-1973-019,Marion Motley,FB,Nevada,1920-06-05,1946,1953,8,128,0,4720,85,31,0,0,0,0,0,0,0.0,0,999,0,0,True,73.0,238.0,,,,,,,0.0
HOF-1965-020,Steve Van Buren,HB,LSU,1920-12-28,1944,1951,8,83,0,5860,523,77,0,0,0,0,0,0,0.0,9,999,0,0,True,72.0,200.0,,,,,,,0.0
HOF-1963-021,Ernie Nevers,FB,Stanford,1902-06-11,1926,1931,6,54,0,2847,0,36,0,0,0,0,0,0,0.0,0,999,0,0,True,72.0,205.0,,,,,,,0.0
HOF-1963-022,Dutch Clark,HB,Colorado College,1906-10-11,1931,1938,7,54,0,2757,0,42,0,0,0,0,0,0,0.0,0,999,0,0,True,71.0,185.0,,,,,,,0.0
HOF-1968-023,Elroy Hirsch,WR,Wisconsin,1923-06-17,1946,1957,12,130,0,387,7029,60,0,0,0,0,0,0,0.0,0,999,0,0,True,74.0,190.0,,,,,,,0.0
HOF-1975-024,Roosevelt Grier,DT,Penn State,1932-07-14,1955,1966,12,143,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,True,77.0,284.0,,,,,,,0.0
HOF-1964-025,Y.A. Tittle,QB,LSU,1926-10-24,1948,1964,17,164,28339,39,0,212,0,0,0,0,0,0,0.0,35,999,0,0,True,72.0,192.0,,,,,,,0.0
HOF-1968-026,Norm Van Brocklin,QB,Oregon,1926-03-15,1949,1960,12,140,23611,16,0,173,0,0,0,0,0,0,0.0,19,999,0,0,True,73.0,190.0,,,,,,,0.0
HOF-1970-027,Tom Fears,WR,Santa Clara,1922-12-03,1948,1956,9,101,0,0,5397,38,0,0,0,0,0,0,0.0,0,999,0,0,True,71.0,215.0,,,,,,,0.0
HOF-1963-028,George Halas,E,Illinois,1895-02-02,1920,1929,10,140,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,True,72.0,182.0,,,,,,,0.0
HOF-1976-029,Len Ford,DE,Michigan,1926-02-18,1948,1958,11,128,0,0,0,0,0,0,0,0,0,0,0.0,20,999,0,0,True,76.0,260.0,,,,,,,0.0
HOF-1974-030,Night Train Lane,CB,Scottsbluff Junior College,1928-04-16,1952,1965,14,157,0,0,0,0,0,0,0,0,0,0,0.0,68,999,0,0,True,74.0,210.0,,,,,,,0.0
HOF-1963-031,Cal Hubbard,T,Centenary,1900-10-31,1927,1936,9,117,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,True,78.0,253.0,,,,,,,0.0
HOF-1975-032,Dante Lavelli,WR,Ohio State,1923-02-23,1946,1956,11,104,0,0,6488,62,0,0,0,0,0,0,0.0,0,999,0,0,True,73.0,199.0,,,,,,,0.0
HOF-1963-033,Tuffy Leemans,HB,George Washington,1912-11-12,1936,1943,8,78,0,3132,422,17,0,0,0,0,0,0,0.0,0,999,0,0,True,72.0,200.0,,,,,,,0.0
HOF-1968-034,Wayne Millner,WR,Notre Dame,1913-01-31,1936,1941,6,63,0,0,1578,12,0,0,0,0,0,0,0.0,0,999,0,0,True,74.0,191.0,,,,,,,0.0
HOF-1963-035,Pete Henry,T,Washington & Jefferson,1897-10-31,1920,1928,8,112,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,True,74.0,250.0,,,,,,,0.0
HOF-1963-036,Link Lyman,T,Nebraska,1898-11-30,1922,1934,11,154,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,True,74.0,252.0,,,,,,,0.0
HOF-1966-037,Dan Fortmann,G,Colgate,1916-04-11,1936,1943,8,84,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,True,72.0,210.0,,,,,,,0.0
HOF-1963-038,Ed Healey,T,Dartmouth,1894-12-28,1920,1927,8,89,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,True,73.0,220.0,,,,,,,0.0
HOF-1972-039,Ollie Matson,HB,San Francisco,1930-05-01,1952,1966,14,143,0,5173,222,40,0,0,0,0,0,0,0.0,0,999,0,0,True,74.0,220.0,,,,,,,0.0
HOF-1963-040,Ray Flaherty,E,Gonzaga,1903-09-01,1926,1935,9,126,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,True,72.0,190.0,,,,,,,0.0
HOF-1974-041,Tony Canadeo,HB,Gonzaga,1919-05-05,1941,1952,11,116,0,4197,579,31,0,0,0,0,0,0,0.0,0,999,0,0,True,71.0,195.0,,,,,,,0.0
HOF-1976-042,Ray Nitschke,LB,Illinois,1936-12-29,1958,1972,15,190,0,0,0,0,0,0,0,0,0,0,0.0,25,999,0,0,True,75.0,235.0,,,,,,,0.0
HOF-1983-043,Sonny Jurgensen,QB,Duke,1934-08-23,1957,1974,18,218,32224,493,0,255,0,0,0,0,0,0,0.0,37,999,0,0,True,72.0,203.0,,,,,,,0.0
HOF-1987-044,Don Maynard,WR,Texas Western,1935-01-25,1958,1973,15,181,0,0,11834,88,0,0,0,0,0,0,0.0,0,999,0,0,True,73.0,185.0,,,,,,,0.0
