player_id,full_name,primary_pos,college,birth_date,first_year,last_year,career_seasons,total_career_games,career_passing_yards,career_rushing_yards,career_receiving_yards,career_passing_tds,career_rushing_tds,career_receiving_tds,career_tds,playoff_games,playoff_passing_yards,playoff_rushing_yards,playoff_receiving_yards,playoff_passing_tds,playoff_rushing_tds,playoff_receiving_tds,playoff_tds,def_solo_tackles,def_sacks,def_ints,draft_pick,pro_bowls,all_pros,hof_flag,height_in,weight_lb,forty_time,bench_press,vertical_jump,broad_jump,three_cone,twenty_shuttle
00-0039040,De'Von Achane,RB,Texas A&M,2001-10-13,2023,2025,1,11,0,800,197,0,8,3,11,1,0,9,21,0,0,0,0,0,0.0,0,84,0,0,False,69.0,191.0,4.32,,33.0,,,
ACH415290,George Achica,DT,USC,1960-12-19,1985,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,57,0,0,False,77.0,260.0,,,,,,
00-0029428,Emmanuel Acho,LB,Texas,1990-11-10,2012,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,204,0,0,False,74.0,240.0,4.64,24.0,35.5,118.0,,
00-0028041,Sam Acho,LB,Texas,1988-09-06,2011,2019,4,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,18.0,3,103,0,0,False,75.0,259.0,4.67,23.0,33.5,112.0,6.69,4.32
00-0031186,Kenneth Acker,CB,SMU,1992-02-06,2014,2017,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0.0,4,180,0,0,False,72.0,195.0,,,,,,
ACK207645,Bill Acker,NT,Texas,1956-11-07,1980,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,142,0,0,False,75.0,255.0,,,,,,
00-0000032,Tom Ackerman,C,Eastern Washington,1972-09-06,1996,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,145,0,0,False,76.0,295.0,,,,,,
ACO415291,Fred Acorn,CB,Texas,1961-03-17,1984,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,57,0,0,False,70.0,185.0,,,,,,
00-0029271,Joe Adams,WR,Arkansas,1989-11-22,2012,2012,1,3,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,104,0,0,False,71.0,190.0,4.51,,36.0,123.0,7.09,
00-0033521,Keion Adams,LB,Western Michigan,1995-06-08,2017,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,248,0,0,False,74.0,240.0,,,,,,
00-0022085,Anthony Adams,DT,Penn State,1980-06-18,2003,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,57,0,0,False,72.0,310.0,5.13,,30.5,109.0,7.68,4.59
00-0021006,Charlie Adams,WR,Hofstra,1979-10-23,2003,2006,1,12,0,14,203,0,0,0,0,1,0,0,18,0,0,0,0,0,0.0,0,999,0,0,False,74.0,190.0,,,,,,
ADA166116,Curtis Adams,RB,Central Michigan,1962-04-30,1985,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,207,0,0,False,71.0,198.0,,,,,,
00-0022031,Blue Adams,DB,Cincinnati,1979-10-15,2003,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,220,0,0,False,70.0,184.0,,,,,,
00-0031381,Davante Adams,WR,Fresno State,1992-12-24,2014,2025,10,148,0,-1,10793,0,0,95,95,11,0,0,910,0,0,8,8,2,0.0,0,53,6,3,False,73.0,215.0,4.56,14.0,39.5,123.0,6.82,4.3
ADA222240,Brent Adams,OT,Tennessee,1952-06-26,1975,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,185,0,0,False,77.0,256.0,,,,,,
00-0000045,Flozell Adams,OT,Michigan State,1975-05-18,1998,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,38,0,0,False,79.0,338.0,,,,,,
00-0025391,Gaines Adams,DE,Clemson,1983-06-08,2007,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,0,0,False,77.0,258.0,4.64,,35.0,119.0,7.17,4.36
00-0000047,George Adams,RB,Kentucky,1962-12-22,1985,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,19,0,0,False,73.0,225.0,,,,,,
00-0039808,Isaiah Adams,G,Illinois; Garden City CC,2000-07-21,2024,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,71,0,0,False,76.0,316.0,,,,,,
00-0033872,Jamal Adams,LB,LSU,1995-10-17,2017,2025,6,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,21.5,4,6,3,1,False,73.0,213.0,4.56,18.0,31.5,120.0,6.96,4.13
00-0032429,Jerell Adams,TE,South Carolina,1992-12-31,2016,2020,2,15,0,0,214,0,0,1,1,0,0,0,0,0,0,0,0,3,0.0,0,184,0,0,False,77.0,254.0,4.64,,32.5,117.0,7.05,4.31
00-0034457,Josh Adams,RB,Notre Dame,1996-10-29,2018,2021,3,20,0,680,87,0,5,0,5,1,0,2,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,225.0,,18.0,,,,
00-0020488,Keith Adams,LB,Clemson,1979-11-22,2001,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,232,0,0,False,71.0,223.0,4.82,24.0,,104.0,,
00-0028338,Kris Adams,WR,Texas-El Paso,1987-09-04,2011,2013,1,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,194.0,,,,,,
00-0028337,Kyle Adams,TE,Purdue,1988-01-19,2011,2013,1,6,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,76.0,255.0,,,,,,
00-0034424,Matthew Adams,OLB,Houston,1995-12-12,2018,2024,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0.0,0,221,0,0,False,72.0,229.0,,,,,,
00-0025668,Michael Adams,DB,Louisiana-Lafayette,1985-06-17,2007,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,68.0,181.0,,,,,,
00-0029202,Mike Adams,OT,Ohio State,1990-03-10,2012,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,56,0,0,False,79.0,323.0,5.28,19.0,28.5,100.0,7.94,4.95
ADA504348,Mike Adams,WR,Texas,1974-03-24,1997,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,223,0,0,False,71.0,185.0,,,,,,
ADA510348,Michael Adams,DB,Arkansas State; Mississippi Delta CC,1964-04-05,1987,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,67,0,0,False,70.0,195.0,,,,,,
00-0033929,Montravius Adams,DT,Auburn,1995-07-24,2017,2024,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2.5,0,93,0,0,False,76.0,304.0,4.87,22.0,29.0,108.0,7.62,4.89
00-0027610,Phillip Adams,DB,South Carolina State,1988-07-20,2010,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,224,0,0,False,71.0,195.0,,,,,,
00-0033957,Rodney Adams,WR,University of South Florida; Toledo,1994-09-15,2017,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,170,0,0,False,73.0,189.0,4.44,8.0,29.5,125.0,6.98,4.28
00-0000065,Sam Adams,DT,Texas A&M,1973-06-13,1994,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,8,0,0,False,75.0,350.0,,,,,,
ADA636778,Stefon Adams,DB,East Carolina,1963-08-11,1986,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,80,0,0,False,70.0,185.0,,,,,,
00-0024434,Titus Adams,DT,Nebraska,1983-01-28,2006,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,220,0,0,False,76.0,305.0,5.07,15.0,30.5,103.0,7.49,4.54
ADA775208,Willis Adams,WR,Houston; Navarro,1956-08-22,1979,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,20,0,0,False,74.0,194.0,,,,,,
00-0024245,Joseph Addai,RB,LSU,1983-05-03,2006,2011,6,78,22,4453,1448,1,39,9,49,10,0,621,298,0,4,0,4,0,0.0,0,30,1,0,False,71.0,214.0,4.4,18.0,38.5,125.0,7.09,4.47
00-0035677,Nasir Adderley,FS,Delaware,1997-05-31,2019,2022,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0.5,3,60,0,0,False,72.0,206.0,,,,,,
00-0032482,Bralon Addison,WR,Oregon,1993-10-12,2016,2016,1,1,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,69.0,197.0,4.66,13.0,34.5,116.0,6.95,4.14
00-0038994,Jordan Addison,WR,USC; Pittsburgh,2002-01-27,2023,2025,1,17,0,2,911,0,0,10,10,0,0,0,0,0,0,0,0,0,0.0,0,23,0,0,False,71.0,175.0,4.49,,34.0,122.0,,
00-0039031,Adetomiwa Adebawore,DT,Northwestern,2001-03-04,2023,2025,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2.5,0,110,0,0,False,74.0,282.0,4.49,27.0,37.5,125.0,,
00-0036937,Paulson Adebo,CB,Stanford,1999-07-03,2021,2025,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0.0,10,76,0,0,False,73.0,192.0,4.45,18.0,36.5,121.0,6.69,4.13
00-0036310,Hakeem Adeniji,OT,Kansas,1997-12-08,2020,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,180,0,0,False,76.0,315.0,5.17,26.0,34.0,115.0,,
00-0024328,Victor Adeyanju,DE,Indiana,1983-02-11,2006,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,113,0,0,False,76.0,284.0,4.86,22.0,32.0,112.0,7.37,4.41
00-0026258,Xavier Adibi,LB,Virginia Tech,1984-10-18,2008,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,118,0,0,False,74.0,242.0,4.69,,30.0,110.0,,4.47
ADI276861,John Adickes,C,Baylor,1964-06-29,1987,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,154,0,0,False,75.0,264.0,,,,,,
00-0000083,Mark Adickes,G,Baylor,1961-04-22,1986,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,0,0,False,76.0,278.0,,,,,,
00-0038783,Nate Adkins,TE,South Carolina,1999-07-09,2023,2025,1,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,252.0,,,,,,
ADK692150,Sam Adkins,QB,Wichita State University,1955-05-21,1977,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,254,0,0,False,74.0,214.0,,,,,,
00-0027123,Spencer Adkins,OLB,Miami,1987-05-16,2009,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,176,0,0,False,71.0,236.0,,,,,,
00-0021629,James Adkisson,WR,South Carolina; Kemper Military Junior College,1980-01-11,2005,2007,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,77.0,235.0,,,,,,
00-0026936,Al Afalava,S,Oregon State,1987-01-20,2009,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,190,0,0,False,71.0,212.0,,,,,,
00-0000090,Erik Affholter,WR,USC,1966-04-10,1991,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,110,0,0,False,72.0,187.0,,,,,,
00-0000094,Mel Agee,DT,Illinois,1968-11-22,1991,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,152,0,0,False,77.0,300.0,,,,,,
00-0000096,Tommie Agee,RB,Auburn,1964-02-22,1988,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,119,0,0,False,72.0,235.0,,,,,,
00-0031549,Nelson Agholor,WR,USC,1993-05-24,2015,2024,9,131,15,71,4627,0,0,35,35,8,0,41,274,0,0,1,1,1,0.0,0,20,0,0,False,72.0,200.0,4.42,12.0,,,,
00-0036420,McTelvin Agim,DT,Arkansas,1997-09-25,2020,2025,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.5,0,95,0,0,False,75.0,300.0,4.98,27.0,,,,
00-0033572,Jamal Agnew,WR,San Diego,1995-04-03,2017,2025,7,55,0,263,746,0,1,5,6,2,0,2,7,0,0,0,0,29,0.0,0,165,1,1,False,70.0,190.0,,,,,,
00-0000097,Ray Agnew,DT,N.C. State,1967-12-09,1990,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,10,0,0,False,75.0,285.0,,,,,,
00-0030653,Ray Agnew,RB,Southern Illinois,1991-02-26,2014,2015,1,9,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,70.0,247.0,,,,,,
00-0033102,Roberto Aguayo,K,Florida State,1994-05-17,2016,2020,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,59,0,0,False,72.0,207.0,4.96,,,,,
00-0000098,Louie Aguiar,P,Utah State; Chabot College,1966-06-30,1991,2000,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,220.0,,,,,,
00-0025626,C.J. Ah You,DT,Oklahoma; BYU; Snow,1982-07-07,2007,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,239,0,0,False,76.0,265.0,4.7,26.0,36.5,108.0,7.06,4.4
00-0000100,Chidi Ahanotu,DT,California,1970-10-11,1993,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,145,0,0,False,74.0,285.0,,,,,,
00-0036020,Salvon Ahmed,RB,Washington,1998-12-29,2020,2025,4,30,0,593,274,0,5,1,6,1,0,3,45,0,0,0,0,0,0.0,0,999,0,0,False,71.0,197.0,4.62,,34.5,120.0,,
AHR415291,Dave Ahrens,OLB,Wisconsin,1958-12-05,1981,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,143,0,0,False,75.0,228.0,,,,,,
00-0028497,Kamar Aiken,WR,UCF,1989-05-30,2011,2018,5,60,0,0,1725,0,0,9,9,2,0,0,23,0,0,1,1,0,0.0,0,999,0,0,False,74.0,216.0,,,,,,
00-0021915,Sam Aiken,WR,North Carolina,1980-12-14,2003,2010,7,32,0,0,684,0,0,2,2,1,0,0,5,0,0,0,0,0,0.0,0,127,0,0,False,74.0,220.0,4.59,,39.5,121.0,7.22,
00-0031307,Walt Aikens,DB,Liberty; Illinois,1991-06-19,2014,2019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0.0,2,125,0,0,False,73.0,200.0,,,,,,
00-0000104,Troy Aikman,QB,UCLA; Oklahoma,1966-11-21,1989,2000,2,25,4536,23,0,24,1,0,25,1,286,0,0,0,0,0,0,0,0.0,0,1,0,0,False,76.0,220.0,,,,,,
00-0026302,Erik Ainge,QB,Tennessee,1986-06-12,2008,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,162,0,0,False,77.0,221.0,4.98,,21.5,108.0,7.51,4.6
00-0036261,Brandon Aiyuk,WR,Arizona State; Sierra JC,1998-03-17,2020,2025,4,61,0,117,3931,0,2,25,27,9,0,0,393,0,0,1,1,3,0.0,0,25,0,0,False,72.0,200.0,4.5,11.0,40.0,128.0,,
00-0031590,Jay Ajayi,RB,Boise State,1993-06-15,2015,2019,5,45,0,2546,419,0,13,1,14,4,0,217,82,0,0,0,0,0,0.0,0,149,1,0,False,72.0,223.0,4.57,19.0,39.0,121.0,7.1,4.1
00-0027581,Seyi Ajirotutu,WR,Fresno State,1987-06-12,2010,2015,6,22,0,0,424,0,0,3,3,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,215.0,4.6,14.0,36.0,115.0,7.22,4.39
00-0020330,Hakim Akbar,DB,Washington,1980-08-11,2001,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,163,0,0,False,72.0,222.0,4.55,,,,,
00-0036414,Cam Akers,RB,Florida State,1999-06-22,2020,2025,4,34,0,1581,320,0,11,1,12,6,0,393,127,0,2,0,2,0,0.0,0,52,0,0,False,70.0,217.0,4.47,20.0,35.5,122.0,,4.42
00-0000108,David Akers,K,Louisville,1974-12-09,1998,2013,4,4,25,25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,70.0,200.0,,,,,,
00-0040022,Tommy Akingbesote,DT,Maryland,2003-02-25,2025,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,247,0,0,False,76.0,312.0,,,,,,
00-0000112,Chris Akins,DB,University of Arkansas at Pine Bluff; Arkansas,1976-11-29,1999,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,212,0,0,False,71.0,200.0,,,,,,
00-0034364,Jordan Akins,TE,UCF,1992-04-19,2018,2024,6,82,0,7,1887,0,0,8,8,1,0,0,8,0,0,0,0,1,0.0,0,98,0,0,False,76.0,245.0,,,,,,
AKI664464,Mike Akiu,WR,Hawaii; Washington State,1962-02-12,1985,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,170,0,0,False,69.0,182.0,,,,,,
00-0023595,Anthony Alabi,OT,TCU,1981-02-16,2005,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,162,0,0,False,77.0,315.0,5.12,18.0,32.5,105.0,7.62,4.6
00-0025445,Ikaika Alama-Francis,LB,Hawaii,1984-12-04,2007,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,58,0,0,False,77.0,290.0,4.85,,,,,
00-0026155,Branden Albert,OT,Virginia,1984-11-04,2008,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15,0,0,False,77.0,314.0,5.17,23.0,26.0,111.0,7.97,4.78
ALB415290,Sergio Albert,K,Alliant International University; Anahuac College (Mexico),1951-10-28,1974,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,189,0,0,False,75.0,195.0,,,,,,
00-0000119,Trev Alberts,OLB,Nebraska,1970-08-08,1994,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,0,0,False,76.0,245.0,,,,,,
ALB553720,Ted Albrecht,OT,California,1954-10-08,1977,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15,0,0,False,76.0,253.0,,,,,,
00-0000129,Allen Aldridge,OLB,Houston; Tyler JC,1972-05-30,1994,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,51,0,0,False,73.0,254.0,,,,,,
ALD622932,Jerry Aldridge,RB,Angelo State University,1956-09-17,1980,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,119,0,0,False,74.0,220.0,,,,,,
00-0000135,Keith Alex,G,Texas A&M,1969-06-09,1993,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,243,0,0,False,76.0,307.0,,,,,,
00-0034840,Adonis Alexander,DB,Virginia Tech,1996-11-07,2018,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,False,75.0,205.0,,,,,,
ALE131142,Charles Alexander,RB,LSU,1957-07-28,1979,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,12,0,0,False,73.0,224.0,,,,,,
00-0020487,Dan Alexander,RB,Nebraska,1978-03-17,2001,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,192,0,0,False,72.0,257.0,,,,,,
00-0027912,Danario Alexander,WR,Missouri,1988-08-07,2010,2013,3,28,0,0,1395,0,0,10,10,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,77.0,217.0,4.62,,,,,
ALE174856,Dan Alexander,G,LSU,1955-06-17,1977,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,200,0,0,False,76.0,260.0,,,,,,
00-0040694,Darius Alexander,DT,Toledo,2000-08-26,2025,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,65,0,0,False,76.0,310.0,,,,,,
00-0000144,David Alexander,C,Tulsa,1964-07-28,1987,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,121,0,0,False,75.0,285.0,,,,,,
00-0000145,Derrick Alexander,WR,Michigan,1971-11-06,1994,2002,4,52,0,143,2701,0,1,15,16,0,0,0,0,0,0,0,0,0,0.0,0,29,0,0,False,74.0,206.0,,,,,,
00-0000146,Derrick L. Alexander,DE,Florida State,1973-11-13,1995,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,11,0,0,False,76.0,286.0,,,,,,
00-0031950,D.J. Alexander,LB,Oregon State,1991-09-30,2015,2019,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.0,0,172,1,0,False,74.0,233.0,,,,,,
00-0000147,Elijah Alexander,OLB,Kansas State,1970-08-02,1992,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,254,0,0,False,74.0,235.0,,,,,,
00-0029270,Frank Alexander,DE,Oklahoma,1989-12-17,2012,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,103,0,0,False,76.0,270.0,4.8,,,,,
00-0025448,Gerald Alexander,DB,Boise State,1984-06-28,2007,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,61,0,0,False,74.0,209.0,4.51,15.0,41.0,124.0,7.24,4.21
